1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0.000390625
1020	0.006250000000000001
1021	0.011718749999999997
1022	0.045898437500000014
1023	0.13476562500000006
1024	0.24082031249999994
1025	0.2939453124999998
1026	0.1953125
1027	0.09042968750000005
1028	0.009179687499999997
1029	0
1030	0
1031	0
1032	0
1033	0
1034	0
1035	0.003125
1036	0.002539062500000001
1037	0
1038	0
1039	0
1040	0
1041	0
1042	0
1043	0
1044	0
1045	0
1046	0
1047	0
1048	0
1049	0
1050	0
1051	0
1052	0
1053	0
1054	0
1055	0
1056	0
1057	0
1058	0
1059	0.0031250000000000006
1060	0.024414062500000003
1061	0.05703125000000004
1062	0.16328125000000004
1063	0.3083984374999998
1064	0.43183593750000004
1065	0.48945312500000004
1066	0.3873046875
1067	0.24492187499999973
1068	0.1480468750000001
1069	0.23359375000000004
1070	0.2896484375
1071	0.14218750000000005
1072	0.015429687500000006
1073	0
1074	0
1075	0
1076	0.006640625000000001
1077	0
1078	0
1079	0.0005859375000000001
1080	0.0033203125000000003
1081	0.000390625
1082	0
1083	0
1084	0
1085	0
1086	0
1087	0
1088	0
1089	0
